MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1930036,Piwil2,piwi-like RNA-mediated gene silencing 2,14,,RNA 5'-end processing,,,IDA,,J:121322 
MGI:97613,Plcb1,"phospholipase C, beta 1",2,,mRNA processing,,,TAS,,J:170753 
MGI:1858197,Plrg1,pleiotropic regulator 1,3,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1858197,Plrg1,pleiotropic regulator 1,3,,"mRNA splicing, via spliceosome",,,IBA,PTN000460428 ,J:161428 
MGI:1858197,Plrg1,pleiotropic regulator 1,3,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1100514,Pnn,pinin,12,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1100514,Pnn,pinin,12,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1918951,Pnpt1,polyribonucleotide nucleotidyltransferase 1,11,,mitochondrial mRNA polyadenylation,,,ISO,Q8TCS8 ,J:164563 
MGI:1918951,Pnpt1,polyribonucleotide nucleotidyltransferase 1,11,,mitochondrial RNA 3'-end processing,,,ISO,Q8TCS8 ,J:164563 
MGI:1918951,Pnpt1,polyribonucleotide nucleotidyltransferase 1,11,,mitochondrial RNA 5'-end processing,,,ISO,Q8TCS8 ,J:164563 
MGI:1918951,Pnpt1,polyribonucleotide nucleotidyltransferase 1,11,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1918951,Pnpt1,polyribonucleotide nucleotidyltransferase 1,11,,RNA processing,,,IEA,IPR015848 IPR036456 ,J:72247 
MGI:98086,Polr2a,polymerase (RNA) II (DNA directed) polypeptide A,11,,positive regulation of RNA splicing,,,ISO,P24928 ,J:164563 
MGI:1916491,Polr2d,polymerase (RNA) II (DNA directed) polypeptide D,18,,recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex,,,IBA,PTN000480538 ,J:161428 
MGI:1914974,Pop1,"processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae)",15,,tRNA 5'-leader removal,,,ISO,Q99575 ,J:164563 
MGI:1914974,Pop1,"processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae)",15,,tRNA processing,,,IBA,PTN000506667 ,J:161428 
MGI:1913411,Pop4,"processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)",7,,rRNA processing,,,IBA,PTN000331370 ,J:161428 
MGI:1913411,Pop4,"processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)",7,,tRNA 5'-leader removal,,,ISO,O95707 ,J:164563 
MGI:1913411,Pop4,"processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)",7,,tRNA processing,,,IEA,IPR002730 IPR016848 IPR036980 ,J:72247 
MGI:1913411,Pop4,"processing of precursor 4, ribonuclease P/MRP family, (S. cerevisiae)",7,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:2151221,Pop5,"processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)",5,,rRNA processing,,,ISA,P28005 ,J:71040 
MGI:2151221,Pop5,"processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)",5,,tRNA 5'-leader removal,,,ISO,Q969H6 ,J:164563 
MGI:2151221,Pop5,"processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)",5,,tRNA processing,,,IDA,,J:71040 
MGI:1921347,Pop7,"processing of precursor 7, ribonuclease P family, (S. cerevisiae)",5,,tRNA 5'-leader removal,,,ISO,O75817 ,J:164563 
MGI:1921347,Pop7,"processing of precursor 7, ribonuclease P family, (S. cerevisiae)",5,,tRNA processing,,,IBA,PTN001433784 ,J:161428 
MGI:1917118,Ppie,peptidylprolyl isomerase E (cyclophilin E),4,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1917118,Ppie,peptidylprolyl isomerase E (cyclophilin E),4,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1916066,Ppil1,peptidylprolyl isomerase (cyclophilin)-like 1,17,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1916066,Ppil1,peptidylprolyl isomerase (cyclophilin)-like 1,17,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1917475,Ppil3,peptidylprolyl isomerase (cyclophilin)-like 3,1,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1917475,Ppil3,peptidylprolyl isomerase (cyclophilin)-like 3,1,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2140494,Ppp1r8,"protein phosphatase 1, regulatory (inhibitor) subunit 8",4,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:2140494,Ppp1r8,"protein phosphatase 1, regulatory (inhibitor) subunit 8",4,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:107164,Ppp3ca,"protein phosphatase 3, catalytic subunit, alpha isoform",3,,negative regulation of production of miRNAs involved in gene silencing by miRNA,"regulates_expression_of Mir25,happens in heart,happens at the same time as calcineurin-NFAT signaling cascade|regulates_expression_of Mir93,happens in heart,happens at the same time as calcineurin-NFAT signaling cascade|regulates_expression_of Mir106b,happens in heart,happens at the same time as calcineurin-NFAT signaling cascade",,IDA,,J:208305 
MGI:3027896,Ppp4r2,"protein phosphatase 4, regulatory subunit 2",6,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:3027896,Ppp4r2,"protein phosphatase 4, regulatory subunit 2",6,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2443069,Ppwd1,peptidylprolyl isomerase domain and WD repeat containing 1,13,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:2443069,Ppwd1,peptidylprolyl isomerase domain and WD repeat containing 1,13,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1859638,Pqbp1,polyglutamine binding protein 1,X,,"alternative mRNA splicing, via spliceosome",,,IMP,,J:195288 
MGI:1859638,Pqbp1,polyglutamine binding protein 1,X,,"alternative mRNA splicing, via spliceosome",,,ISO,O60828 ,J:164563 
MGI:1859638,Pqbp1,polyglutamine binding protein 1,X,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1859638,Pqbp1,polyglutamine binding protein 1,X,,regulation of RNA splicing,,,ISO,O60828 ,J:73065 
MGI:1859638,Pqbp1,polyglutamine binding protein 1,X,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:894320,Prdx6,peroxiredoxin 6,1,,"positive regulation of mRNA splicing, via spliceosome",,,ISO,P30041 ,J:164563 
MGI:97592,Prkaca,"protein kinase, cAMP dependent, catalytic, alpha",8,,mRNA processing,,,ISO,P17612 ,J:164563 
MGI:1344375,Prkra,"protein kinase, interferon inducible double stranded RNA dependent activator",2,,pre-miRNA processing,,,ISO,O75569 ,J:164563 
MGI:1344375,Prkra,"protein kinase, interferon inducible double stranded RNA dependent activator",2,,production of miRNAs involved in gene silencing by miRNA,,,ISO,O75569 ,J:164563 
MGI:1344375,Prkra,"protein kinase, interferon inducible double stranded RNA dependent activator",2,,production of siRNA involved in RNA interference,,,ISO,O75569 ,J:164563 
MGI:1351645,Prmt5,protein arginine N-methyltransferase 5,14,,spliceosomal snRNP assembly,,,ISO,O14744 ,J:164563 
MGI:2384879,Prmt7,protein arginine N-methyltransferase 7,8,,spliceosomal snRNP assembly,,,ISO,Q9NVM4 ,J:164563 
MGI:2142651,Prmt9,protein arginine methyltransferase 9,8,,mRNA processing,,,ISO,Q6P2P2 ,J:164563 
MGI:1918017,Prpf3,pre-mRNA processing factor 3,3,,mRNA processing,,,IEA,IPR002483 IPR036483 ,J:72247 
MGI:1918017,Prpf3,pre-mRNA processing factor 3,3,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1918017,Prpf3,pre-mRNA processing factor 3,3,,"mRNA splicing, via spliceosome",,,IBA,PTN000368237 ,J:161428 
MGI:1918017,Prpf3,pre-mRNA processing factor 3,3,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1918017,Prpf3,pre-mRNA processing factor 3,3,,spliceosomal tri-snRNP complex assembly,,,ISO,O43395 ,J:164563 
MGI:1917302,Prpf4,pre-mRNA processing factor 4,4,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1917302,Prpf4,pre-mRNA processing factor 4,4,,"mRNA splicing, via spliceosome",,,IBA,PTN000457233 ,J:161428 
MGI:1917302,Prpf4,pre-mRNA processing factor 4,4,,"mRNA splicing, via spliceosome",,,ISO,AF001687 ,J:73065 
MGI:1917302,Prpf4,pre-mRNA processing factor 4,4,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:109584,Prpf4b,pre-mRNA processing factor 4B,13,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:109584,Prpf4b,pre-mRNA processing factor 4B,13,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1922946,Prpf6,pre-mRNA splicing factor 6,2,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1922946,Prpf6,pre-mRNA splicing factor 6,2,,"mRNA splicing, via spliceosome",,,IEA,IPR010491 IPR027108 ,J:72247 
MGI:1922946,Prpf6,pre-mRNA splicing factor 6,2,,RNA processing,,,IEA,IPR003107 ,J:72247 
MGI:1922946,Prpf6,pre-mRNA splicing factor 6,2,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1922946,Prpf6,pre-mRNA splicing factor 6,2,,spliceosomal tri-snRNP complex assembly,,,IBA,PTN000133809 ,J:161428 
MGI:1922946,Prpf6,pre-mRNA splicing factor 6,2,,spliceosomal tri-snRNP complex assembly,,,ISO,O94906 ,J:164563 
MGI:2179381,Prpf8,pre-mRNA processing factor 8,11,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:2179381,Prpf8,pre-mRNA processing factor 8,11,,"mRNA splicing, via spliceosome",,,ISO,AF092565 ,J:73065 
MGI:2179381,Prpf8,pre-mRNA processing factor 8,11,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2179381,Prpf8,pre-mRNA processing factor 8,11,,spliceosomal tri-snRNP complex assembly,,,IBA,PTN000124558 ,J:161428 
MGI:2179381,Prpf8,pre-mRNA processing factor 8,11,,spliceosomal tri-snRNP complex assembly,,,ISO,Q6P2Q9 ,J:164563 
MGI:1914479,Prpf18,pre-mRNA processing factor 18,2,,generation of catalytic spliceosome for second transesterification step,,,IBA,PTN000313715 ,J:161428 
MGI:1914479,Prpf18,pre-mRNA processing factor 18,2,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1914479,Prpf18,pre-mRNA processing factor 18,2,,RNA splicing,,,IEA,IPR004098 ,J:72247 
MGI:1914479,Prpf18,pre-mRNA processing factor 18,2,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:106247,Prpf19,pre-mRNA processing factor 19,19,,generation of catalytic spliceosome for first transesterification step,,,IBA,PTN000356711 ,J:161428 
MGI:106247,Prpf19,pre-mRNA processing factor 19,19,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:106247,Prpf19,pre-mRNA processing factor 19,19,,"mRNA splicing, via spliceosome",,,ISO,Q9UMS4 ,J:164563 
MGI:106247,Prpf19,pre-mRNA processing factor 19,19,,"positive regulation of mRNA splicing, via spliceosome",,,IMP,,J:140901 
MGI:106247,Prpf19,pre-mRNA processing factor 19,19,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:106247,Prpf19,pre-mRNA processing factor 19,19,,spliceosomal complex assembly,,,ISO,Q9UMS4 ,J:164563 
MGI:106247,Prpf19,pre-mRNA processing factor 19,19,,spliceosomal tri-snRNP complex assembly,,,ISO,Q9UMS4 ,J:164563 
MGI:1916238,Prpf31,pre-mRNA processing factor 31,7,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1916238,Prpf31,pre-mRNA processing factor 31,7,,"mRNA splicing, via spliceosome",,,IBA,PTN000357441 ,J:161428 
MGI:1916238,Prpf31,pre-mRNA processing factor 31,7,,"mRNA splicing, via spliceosome",,,ISO,Q8WWY3 ,J:92573 
MGI:1916238,Prpf31,pre-mRNA processing factor 31,7,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1916238,Prpf31,pre-mRNA processing factor 31,7,,spliceosomal tri-snRNP complex assembly,,,ISO,Q8WWY3 ,J:92573 J:164563 
MGI:1916962,Prpf38a,PRP38 pre-mRNA processing factor 38 (yeast) domain containing A,4,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1916962,Prpf38a,PRP38 pre-mRNA processing factor 38 (yeast) domain containing A,4,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1914171,Prpf38b,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B,3,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1914171,Prpf38b,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B,3,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:104602,Prpf39,pre-mRNA processing factor 39,12,,mRNA 5'-splice site recognition,,,IBA,PTN000425278 ,J:161428 
MGI:104602,Prpf39,pre-mRNA processing factor 39,12,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:104602,Prpf39,pre-mRNA processing factor 39,12,,RNA processing,,,IEA,IPR003107 ,J:72247 
MGI:104602,Prpf39,pre-mRNA processing factor 39,12,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1860512,Prpf40a,pre-mRNA processing factor 40A,2,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1860512,Prpf40a,pre-mRNA processing factor 40A,2,,"mRNA splicing, via spliceosome",,,IBA,PTN000221451 ,J:161428 
MGI:1860512,Prpf40a,pre-mRNA processing factor 40A,2,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1925583,Prpf40b,pre-mRNA processing factor 40B,15,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1925583,Prpf40b,pre-mRNA processing factor 40B,15,,"mRNA splicing, via spliceosome",,,IBA,PTN000221451 ,J:161428 
MGI:1925583,Prpf40b,pre-mRNA processing factor 40B,15,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:108176,Prx,periaxin,7,,regulation of RNA splicing,regulates UniProtKB:E9Q616,,IDA,,J:205645 
MGI:2142116,Psip1,PC4 and SFRS1 interacting protein 1,4,,mRNA 5'-splice site recognition,,,ISO,O75475 ,J:164563 
MGI:1913895,Pspc1,paraspeckle protein 1,14,,"mRNA splicing, via spliceosome",,,IBA,PTN000573351 ,J:161428 
MGI:97791,Ptbp1,polypyrimidine tract binding protein 1,10,,mRNA processing,,,ISO,RGD:62047 ,J:155856 
MGI:97791,Ptbp1,polypyrimidine tract binding protein 1,10,,"negative regulation of mRNA splicing, via spliceosome",,,IMP,,J:204486 
MGI:97791,Ptbp1,polypyrimidine tract binding protein 1,10,,"negative regulation of mRNA splicing, via spliceosome",,,ISO,P26599 ,J:164563 
MGI:97791,Ptbp1,polypyrimidine tract binding protein 1,10,,negative regulation of RNA splicing,,,ISO,P26599 ,J:164563 
MGI:97791,Ptbp1,polypyrimidine tract binding protein 1,10,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,P26599 ,J:164563 
MGI:97791,Ptbp1,polypyrimidine tract binding protein 1,10,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1860489,Ptbp2,polypyrimidine tract binding protein 2,3,,mRNA processing,,,IEA,IPR006536 ,J:72247 
MGI:1860489,Ptbp2,polypyrimidine tract binding protein 2,3,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1860489,Ptbp2,polypyrimidine tract binding protein 2,3,,mRNA splice site selection,,,IDA,,J:62658 
MGI:1860489,Ptbp2,polypyrimidine tract binding protein 2,3,,mRNA splice site selection,happens in cerebral cortex,,IMP,MGI:4124189 ,J:185949 
MGI:1860489,Ptbp2,polypyrimidine tract binding protein 2,3,,negative regulation of RNA splicing,,,ISO,Q9UKA9 ,J:164563 
MGI:1860489,Ptbp2,polypyrimidine tract binding protein 2,3,,negative regulation of RNA splicing,,,ISO,RGD:1359267 ,J:155856 
MGI:1860489,Ptbp2,polypyrimidine tract binding protein 2,3,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1923334,Ptbp3,polypyrimidine tract binding protein 3,4,,mRNA processing,,,IEA,IPR006536 ,J:72247 
MGI:1923334,Ptbp3,polypyrimidine tract binding protein 3,4,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1923334,Ptbp3,polypyrimidine tract binding protein 3,4,,"negative regulation of mRNA splicing, via spliceosome",,,IMP,,J:204486 
MGI:1923334,Ptbp3,polypyrimidine tract binding protein 3,4,,negative regulation of RNA splicing,,,ISO,O95758 ,J:164563 
MGI:1923334,Ptbp3,polypyrimidine tract binding protein 3,4,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1919049,Ptcd1,pentatricopeptide repeat domain 1,5,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1916177,Ptcd2,pentatricopeptide repeat domain 2,13,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1916177,Ptcd2,pentatricopeptide repeat domain 2,13,,regulation of mRNA processing,,,IMP,MGI:3830811 ,J:143946 
MGI:1915209,Puf60,poly-U binding splicing factor 60,15,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1915209,Puf60,poly-U binding splicing factor 60,15,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1931749,Pum1,pumilio RNA-binding family member 1,4,,production of miRNAs involved in gene silencing by miRNA,,,ISO,Q14671 ,J:164563 
MGI:1931751,Pum2,pumilio RNA-binding family member 2,12,,production of miRNAs involved in gene silencing by miRNA,,,ISO,Q8TB72 ,J:164563 
MGI:1929237,Pus1,pseudouridine synthase 1,5,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1929237,Pus1,pseudouridine synthase 1,5,,tRNA pseudouridine synthesis,,,IDA,,J:66334 J:85114 J:92505 
MGI:1914299,Pus3,pseudouridine synthase 3,9,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1914299,Pus3,pseudouridine synthase 3,9,,tRNA pseudouridine synthesis,,,IDA,,J:85114 
MGI:1914299,Pus3,pseudouridine synthase 3,9,,tRNA pseudouridine synthesis,,,ISO,Q9BZE2 ,J:164563 
MGI:1926145,Pus7l,pseudouridylate synthase 7-like,15,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1921717,Pus10,pseudouridylate synthase 10,11,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1921717,Pus10,pseudouridylate synthase 10,11,,tRNA pseudouridine synthesis,,,IBA,PTN000490775 ,J:161428 
MGI:3047787,Pusl1,pseudouridylate synthase-like 1,4,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:3047787,Pusl1,pseudouridylate synthase-like 1,4,,tRNA pseudouridine synthesis,,,IBA,PTN000124732 ,J:161428 
MGI:1341200,Pwp2,PWP2 periodic tryptophan protein homolog (yeast),10,,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,IBA,PTN000458249 ,J:161428 
MGI:97837,Qk,quaking,17,,mRNA processing,,,ISO,RGD:1584886 ,J:155856 
MGI:97837,Qk,quaking,17,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1931441,Qtrt1,queuine tRNA-ribosyltransferase catalytic subunit 1,9,,tRNA modification,,,IEA,IPR002616 IPR036511 ,J:72247 
MGI:1931441,Qtrt1,queuine tRNA-ribosyltransferase catalytic subunit 1,9,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1931441,Qtrt1,queuine tRNA-ribosyltransferase catalytic subunit 1,9,,tRNA-guanine transglycosylation,,,IDA,,J:150301 
MGI:1931441,Qtrt1,queuine tRNA-ribosyltransferase catalytic subunit 1,9,,tRNA-guanine transglycosylation,,,ISO,Q9BXR0 ,J:164563 
MGI:1922194,Qtrt2,queuine tRNA-ribosyltransferase accessory subunit 2,16,,tRNA modification,,,IEA,IPR002616 IPR028592 IPR036511 ,J:72247 
MGI:1922194,Qtrt2,queuine tRNA-ribosyltransferase accessory subunit 2,16,,tRNA processing,,,IEA,KW-0819 ,J:60000 
MGI:1922194,Qtrt2,queuine tRNA-ribosyltransferase accessory subunit 2,16,,tRNA-guanine transglycosylation,,,IDA,,J:150301 
MGI:1922194,Qtrt2,queuine tRNA-ribosyltransferase accessory subunit 2,16,,tRNA-guanine transglycosylation,,,ISO,Q9H974 ,J:164563 
MGI:97850,Raly,hnRNP-associated with lethal yellow,2,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:97850,Raly,hnRNP-associated with lethal yellow,2,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1919016,Raver1,"ribonucleoprotein, PTB-binding 1",9,,"mRNA splicing, via spliceosome",,,IBA,PTN000573351 ,J:161428 
MGI:2443623,Raver2,"ribonucleoprotein, PTB-binding 2",4,,"mRNA splicing, via spliceosome",,,IBA,PTN000573351 ,J:161428 
MGI:894835,Rbbp6,"retinoblastoma binding protein 6, ubiquitin ligase",7,,mRNA processing,,,IEA,IPR033489 ,J:72247 
MGI:1915981,Rbfa,ribosome binding factor A,18,,rRNA processing,,,IEA,IPR000238 IPR020053 ,J:72247 
MGI:1915981,Rbfa,ribosome binding factor A,18,,rRNA processing,,,IEA,KW-0698 ,J:60000 
MGI:1926224,Rbfox1,"RNA binding protein, fox-1 homolog (C. elegans) 1",16,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1926224,Rbfox1,"RNA binding protein, fox-1 homolog (C. elegans) 1",16,,"regulation of alternative mRNA splicing, via spliceosome",,,IMP,,J:195085 
MGI:1926224,Rbfox1,"RNA binding protein, fox-1 homolog (C. elegans) 1",16,,regulation of RNA splicing,,,IEA,IPR017325 ,J:72247 
MGI:1926224,Rbfox1,"RNA binding protein, fox-1 homolog (C. elegans) 1",16,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1933973,Rbfox2,"RNA binding protein, fox-1 homolog (C. elegans) 2",15,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1933973,Rbfox2,"RNA binding protein, fox-1 homolog (C. elegans) 2",15,,"regulation of alternative mRNA splicing, via spliceosome","regulates a function/process that happens in cerebellum,regulates Scn8a",,IGI,MGI:1926224 ,J:181631 
MGI:1933973,Rbfox2,"RNA binding protein, fox-1 homolog (C. elegans) 2",15,,"regulation of alternative mRNA splicing, via spliceosome",regulates a function/process that happens in cerebellum,,IMP,MGI:4838182 ,J:181631 
MGI:1933973,Rbfox2,"RNA binding protein, fox-1 homolog (C. elegans) 2",15,,"regulation of alternative mRNA splicing, via spliceosome",,,IMP,,J:129953 J:175176 
MGI:1933973,Rbfox2,"RNA binding protein, fox-1 homolog (C. elegans) 2",15,,regulation of RNA splicing,,,IEA,IPR017325 ,J:72247 
MGI:1933973,Rbfox2,"RNA binding protein, fox-1 homolog (C. elegans) 2",15,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:106368,Rbfox3,"RNA binding protein, fox-1 homolog (C. elegans) 3",11,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:106368,Rbfox3,"RNA binding protein, fox-1 homolog (C. elegans) 3",11,,"regulation of alternative mRNA splicing, via spliceosome",,PR:Q8BIF2-1,IDA,,J:174690 
MGI:106368,Rbfox3,"RNA binding protein, fox-1 homolog (C. elegans) 3",11,,"regulation of alternative mRNA splicing, via spliceosome",,PR:Q8BIF2-5,IDA,,J:174690 
MGI:106368,Rbfox3,"RNA binding protein, fox-1 homolog (C. elegans) 3",11,,"regulation of alternative mRNA splicing, via spliceosome",,PR:Q8BIF2-4,IDA,,J:174690 
MGI:106368,Rbfox3,"RNA binding protein, fox-1 homolog (C. elegans) 3",11,,regulation of RNA splicing,,,IEA,IPR017325 ,J:72247 
MGI:106368,Rbfox3,"RNA binding protein, fox-1 homolog (C. elegans) 3",11,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1099460,Rbm3,"RNA binding motif (RNP1, RRM) protein 3",X,,production of miRNAs involved in gene silencing by miRNA,,,IDA,,J:96469 
MGI:1100865,Rbm4,RNA binding motif protein 4,19,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1100865,Rbm4,RNA binding motif protein 4,19,,"regulation of alternative mRNA splicing, via spliceosome",,,IMP,MGI:5467987 MGI:5467988 ,J:192831 
MGI:1100865,Rbm4,RNA binding motif protein 4,19,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,Q9BWF3 ,J:164563 
MGI:1100865,Rbm4,RNA binding motif protein 4,19,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1913954,Rbm4b,RNA binding motif protein 4B,19,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1913954,Rbm4b,RNA binding motif protein 4B,19,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1933204,Rbm5,RNA binding motif protein 5,9,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1933204,Rbm5,RNA binding motif protein 5,9,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,P52756 ,J:164563 
MGI:1933204,Rbm5,RNA binding motif protein 5,9,,RNA splicing,,,IEA,IPR033094 ,J:72247 
MGI:1933204,Rbm5,RNA binding motif protein 5,9,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1933204,Rbm5,RNA binding motif protein 5,9,,spliceosomal complex assembly,,,ISO,P52756 ,J:164563 
MGI:1914260,Rbm7,RNA binding motif protein 7,9,,"regulation of alternative mRNA splicing, via spliceosome",,,IBA,PTN001012985 ,J:161428 
MGI:1913129,Rbm8a,RNA binding motif protein 8a,3,,"regulation of alternative mRNA splicing, via spliceosome",,,IBA,PTN000566947 ,J:161428 
MGI:1913129,Rbm8a,RNA binding motif protein 8a,3,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,Q9Y5S9 ,J:164563 
MGI:2384310,Rbm10,RNA binding motif protein 10,X,,"negative regulation of mRNA splicing, via spliceosome",,,IMP,,J:204486 
MGI:2384310,Rbm10,RNA binding motif protein 10,X,,"regulation of alternative mRNA splicing, via spliceosome",,,IEA,IPR033095 ,J:72247 
MGI:2384310,Rbm10,RNA binding motif protein 10,X,,RNA splicing,,,IEA,IPR033095 ,J:72247 
MGI:2447622,Rbm11,RNA binding motif protein 11,16,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:2447622,Rbm11,RNA binding motif protein 11,16,,"regulation of alternative mRNA splicing, via spliceosome",,,IBA,PTN001012985 ,J:161428 
MGI:2447622,Rbm11,RNA binding motif protein 11,16,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,P57052 ,J:197742 
MGI:2447622,Rbm11,RNA binding motif protein 11,16,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:2443205,Rbm15,RNA binding motif protein 15,3,,"mRNA splicing, via spliceosome",,,IBA,PTN000573351 ,J:161428 
MGI:1923598,Rbm15b,RNA binding motif protein 15B,9,,mRNA processing,,,IEA,KW-0507 ,J:60000 
MGI:1923598,Rbm15b,RNA binding motif protein 15B,9,,"mRNA splicing, via spliceosome",,,IBA,PTN000573351 ,J:161428 
MGI:1923598,Rbm15b,RNA binding motif protein 15B,9,,"regulation of alternative mRNA splicing, via spliceosome",,,IBA,PTN000573547 ,J:161428 
MGI:1923598,Rbm15b,RNA binding motif protein 15B,9,,"regulation of alternative mRNA splicing, via spliceosome",,,ISO,Q8NDT2 ,J:164563 
MGI:1923598,Rbm15b,RNA binding motif protein 15B,9,,RNA splicing,,,IEA,KW-0508 ,J:60000 
MGI:1924188,Rbm17,RNA binding motif protein 17,2,,"alternative mRNA splicing, via spliceosome",,,ISO,Q96I25 ,J:164563 
